Row ID,Order ID,Ship Mode,Customer ID,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,,,,,,,,,
59,CA-2016-110772,Second Class,NZ-18565,Home Office,United States,Columbus,Ohio,East,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,$256 ,2,0.2,54.3966,,,,,,,,,
60,CA-2016-110772,Second Class,NZ-18565,Home Office,United States,Columbus,Ohio,East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",$87 ,3,0.5,-48.7032,,,,,,,,,
61,CA-2014-111451,First Class,KL-16555,Corporate,United States,Colorado Springs,Colorado,West,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",$300 ,8,0.2,78.8592,,,,,,,,,
62,CA-2014-111451,First Class,KL-16555,Corporate,United States,Colorado Springs,Colorado,West,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,$230 ,3,0.2,20.1558,,,,,,,,,
63,CA-2014-111451,First Class,KL-16555,Corporate,United States,Colorado Springs,Colorado,West,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,$218 ,3,0.2,-24.5646,,,,,,,,,
64,CA-2016-142545,Standard Class,JD-15895,Corporate,United States,Belleville,New Jersey,East,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",$78 ,4,0,38.024,,,,,,,,,
65,CA-2015-144253,Second Class,AS-10225,Corporate,United States,New York City,New York,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,$27 ,2,0,12.864,,,,,,,,,
66,CA-2016-142902,Second Class,BP-11185,Corporate,United States,Arvada,Colorado,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,$15 ,4,0.2,3.5948,,,,,,,,,
67,CA-2016-142902,Second Class,BP-11185,Corporate,United States,Arvada,Colorado,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,$467 ,2,0.2,52.5114,,,,,,,,,
68,CA-2016-142902,Second Class,BP-11185,Corporate,United States,Arvada,Colorado,West,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",$15 ,1,0.2,1.7136,,,,,,,,,
69,CA-2014-120887,Standard Class,TS-21205,Corporate,United States,Hackensack,New Jersey,East,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",$88 ,3,0,37.6422,,,,,,,,,
70,CA-2014-164973,Standard Class,NM-18445,Home Office,United States,New York City,New York,East,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,$136 ,1,0.1,24.1568,,,,,,,,,
71,CA-2014-164973,Standard Class,NM-18445,Home Office,United States,New York City,New York,East,TEC-MA-10002927,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,"$3,992 ",2,0,1995.99,,,,,,,,,
72,CA-2014-164973,Standard Class,NM-18445,Home Office,United States,New York City,New York,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,$276 ,6,0,80.0226,,,,,,,,,
73,CA-2014-164973,Standard Class,NM-18445,Home Office,United States,New York City,New York,East,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,$360 ,4,0,129.6,,,,,,,,,
74,CA-2016-162138,Standard Class,GK-14620,Corporate,United States,Hesperia,California,West,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,$100 ,1,0,34.9965,,,,,,,,,
75,US-2016-141544,First Class,PO-18850,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,$291 ,3,0.4,-67.8762,,,,,,,,,
76,US-2016-141544,First Class,PO-18850,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,$787 ,4,0.3,-258.5016,,,,,,,,,
77,US-2016-150147,Second Class,JL-15850,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,$83 ,2,0.4,-20.7,,,,,,,,,
78,CA-2015-137946,Second Class,DB-13615,Consumer,United States,Los Angeles,California,West,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,$960 ,2,0.2,335.9944,,,,,,,,,
79,CA-2014-129924,Standard Class,AC-10420,Corporate,United States,San Francisco,California,West,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,$698 ,3,0.2,-17.4588,,,,,,,,,
80,CA-2014-122336,Second Class,JD-15895,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",$72 ,12,0.4,8.3916,,,,,,,,,
81,CA-2017-169901,Standard Class,CC-12550,Consumer,United States,San Francisco,California,West,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,$48 ,3,0.2,4.7976,,,,,,,,,
82,CA-2016-129714,First Class,AB-10060,Home Office,United States,New York City,New York,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,$7 ,1,0,2.3086,,,,,,,,,
83,CA-2016-138520,Standard Class,JL-15505,Consumer,United States,New York City,New York,East,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,$389 ,6,0.2,-4.8588,,,,,,,,,
84,CA-2017-144904,Standard Class,KW-16435,Consumer,United States,New York City,New York,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,$489 ,3,0.1,86.8704,,,,,,,,,
85,CA-2017-144904,Standard Class,KW-16435,Consumer,United States,New York City,New York,East,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,$47 ,8,0,20.7328,,,,,,,,,
86,CA-2016-155516,Same Day,MK-17905,Corporate,United States,Manchester,Connecticut,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors","$1,044 ",4,0,271.4192,,,,,,,,,
87,US-2014-119137,Standard Class,AG-10900,Consumer,United States,Tucson,Arizona,West,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,"$1,024 ",8,0.2,179.1888,,,,,,,,,
88,US-2014-119137,Standard Class,AG-10900,Consumer,United States,Tucson,Arizona,West,TEC-AC-10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,$479 ,10,0.2,-29.94,,,,,,,,,
89,US-2017-134481,Standard Class,AR-10405,Corporate,United States,Franklin,Massachusetts,East,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D","$1,488 ",7,0.3,-297.6848,,,,,,,,,
90,CA-2015-122756,Standard Class,DK-13225,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-MA-10001681,Technology,Machines,Lexmark MarkNet N8150 Wireless Print Server,$482 ,4,0.7,-337.638,,,,,,,,,
91,CA-2015-122756,Standard Class,DK-13225,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,$3 ,1,0.2,0.777,,,,,,,,,
92,CA-2017-101798,Standard Class,MV-18190,Consumer,United States,New York City,New York,East,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,$40 ,2,0,13.5932,,,,,,,,,
93,US-2014-135972,Second Class,JG-15115,Consumer,United States,Des Moines,Washington,West,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,$246 ,2,0.2,27.7182,,,,,,,,,
94,US-2014-135972,Second Class,JG-15115,Consumer,United States,Des Moines,Washington,West,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,"$1,800 ",3,0,701.9883,,,,,,,,,
95,CA-2017-117457,Standard Class,KH-16510,Consumer,United States,San Francisco,California,West,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,$180 ,5,0,37.7895,,,,,,,,,
96,CA-2017-117457,Standard Class,KH-16510,Consumer,United States,San Francisco,California,West,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,"$1,200 ",3,0.2,434.9913,,,,,,,,,
97,CA-2017-117457,Standard Class,KH-16510,Consumer,United States,San Francisco,California,West,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base","$1,004 ",7,0.2,-112.9527,,,,,,,,,
98,CA-2017-117457,Standard Class,KH-16510,Consumer,United States,San Francisco,California,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,"$1,337 ",13,0.15,31.4548,,,,,,,,,
99,CA-2017-117457,Standard Class,KH-16510,Consumer,United States,San Francisco,California,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,$114 ,2,0.2,-18.4548,,,,,,,,,
100,CA-2017-142636,Standard Class,KC-16675,Corporate,United States,Seattle,Washington,West,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,$307 ,4,0.2,26.8744,,,,,,,,,
101,CA-2016-148796,Standard Class,PB-19150,Consumer,United States,Los Angeles,California,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,$384 ,5,0.2,38.38,,,,,,,,,
102,CA-2014-142048,First Class,JE-15745,Consumer,United States,Louisville,Colorado,West,TEC-AC-10004114,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,$197 ,6,0.2,56.5662,,,,,,,,,
103,CA-2017-125388,Standard Class,MP-17965,Corporate,United States,Lawrence,Massachusetts,East,FUR-FU-10004712,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",$57 ,4,0,14.7056,,,,,,,,,
104,CA-2014-101476,First Class,SD-20485,Home Office,United States,New Rochelle,New York,East,TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",$70 ,1,0,30.0957,,,,,,,,,
105,CA-2017-157252,Second Class,CV-12805,Corporate,United States,New York City,New York,East,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,$208 ,3,0.1,2.3094,,,,,,,,,
106,CA-2016-166674,Second Class,RB-19360,Consumer,United States,Auburn,New York,East,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,$35 ,4,0,9.1312,,,,,,,,,
107,CA-2017-147277,Standard Class,EB-13705,Corporate,United States,Akron,Ohio,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,$284 ,2,0.4,-75.8304,,,,,,,,,
108,US-2014-110674,Standard Class,SC-20095,Consumer,United States,Concord,California,West,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",$130 ,2,0.2,-24.294,,,,,,,,,
109,CA-2015-109638,Standard Class,JH-15985,Consumer,United States,Seattle,Washington,West,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,$900 ,9,0,377.9622,,,,,,,,,
110,CA-2016-109869,Standard Class,TN-21040,Home Office,United States,Phoenix,Arizona,West,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,$24 ,5,0.2,7.068,,,,,,,,,
111,CA-2016-109869,Standard Class,TN-21040,Home Office,United States,Phoenix,Arizona,West,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,"$1,273 ",6,0.5,-814.4832,,,,,,,,,
112,CA-2014-144666,Second Class,JP-15520,Consumer,United States,San Francisco,California,West,FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",$223 ,2,0.15,10.4784,,,,,,,,,
113,CA-2014-144666,Second Class,JP-15520,Consumer,United States,San Francisco,California,West,TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,$704 ,4,0.2,87.996,,,,,,,,,
114,CA-2016-103891,Standard Class,KH-16690,Corporate,United States,Los Angeles,California,West,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,$96 ,6,0.2,7.182,,,,,,,,,
115,CA-2016-152632,Standard Class,JE-15475,Consumer,United States,Troy,New York,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,$40 ,3,0,19.296,,,,,,,,,
116,CA-2014-134677,Standard Class,XP-21865,Consumer,United States,San Diego,California,West,TEC-AC-10001445,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,$9 ,3,0,1.9089,,,,,,,,,
117,CA-2014-127691,Standard Class,EM-14065,Consumer,United States,New York City,New York,East,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,$160 ,2,0,57.5928,,,,,,,,,
118,CA-2017-140963,First Class,MT-18070,Home Office,United States,Los Angeles,California,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,$514 ,5,0.15,-30.245,,,,,,,,,
119,CA-2017-140963,First Class,MT-18070,Home Office,United States,Los Angeles,California,West,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,$280 ,5,0.2,17.4975,,,,,,,,,
120,CA-2016-169166,Standard Class,SS-20590,Consumer,United States,Seattle,Washington,West,TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,$94 ,2,0,13.1572,,,,,,,,,
121,CA-2016-126158,Standard Class,SC-20095,Consumer,United States,Costa Mesa,California,West,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",$256 ,4,0,81.8432,,,,,,,,,
122,CA-2016-126158,Standard Class,SC-20095,Consumer,United States,Costa Mesa,California,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,$242 ,2,0.2,18.1176,,,,,,,,,
123,CA-2016-126158,Standard Class,SC-20095,Consumer,United States,Costa Mesa,California,West,FUR-FU-10000073,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,$69 ,9,0,22.869,,,,,,,,,
